seq,frame_num,cam_view,gait_pat,id,url,min_frame,max_frame,get_info_success,fps,start_time,end_time,download_video_success,video_path,crop_path,multi_person,poses_path
cll7ojdbj003y3o6lg6jm7foy,1347,right side,prosthetic,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,1347,1426,True,30.0,44.9,47.533,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/KGeE1XhuVQs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/KGeE1XhuVQs_crop.mp4,False,
cll7ojtl100423o6lm79ehhfo,1450,right side,prosthetic,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,1450,1578,True,30.0,48.333,52.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/KGeE1XhuVQs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/KGeE1XhuVQs_crop.mp4,False,
cll7okd2g00463o6lqony3cgv,2082,right side,prosthetic,KGeE1XhuVQs,https://www.youtube.com/watch?v=KGeE1XhuVQs,2082,2200,True,30.0,69.4,73.333,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/KGeE1XhuVQs_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/KGeE1XhuVQs_crop.mp4,False,
cll7p17gq005w3o6lqpp7ngr6,1,left side,myopathic,kqoUzTyn_k4,https://www.youtube.com/watch?v=kqoUzTyn_k4,1,149,True,30.0,0.033,4.967,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/kqoUzTyn_k4_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/kqoUzTyn_k4_crop.mp4,False,
cll7p1o7c00603o6lnxxropze,157,right side,myopathic,kqoUzTyn_k4,https://www.youtube.com/watch?v=kqoUzTyn_k4,157,270,True,30.0,5.233,9.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/kqoUzTyn_k4_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/kqoUzTyn_k4_crop.mp4,False,
cll7p23kk00643o6le67ff7aj,281,left side,myopathic,kqoUzTyn_k4,https://www.youtube.com/watch?v=kqoUzTyn_k4,281,402,True,30.0,9.367,13.4,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/kqoUzTyn_k4_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/kqoUzTyn_k4_crop.mp4,False,
cll7p3axj006g3o6lly39n3tl,569,right side,myopathic,kqoUzTyn_k4,https://www.youtube.com/watch?v=kqoUzTyn_k4,569,723,True,30.0,18.967,24.1,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/kqoUzTyn_k4_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/kqoUzTyn_k4_crop.mp4,False,
cljwr8nhk00113n6lhe98we1e,1,right side,inebriated,lhDa_7coFz4,https://www.youtube.com/watch?v=lhDa_7coFz4,1,456,True,25.0,0.04,18.24,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/lhDa_7coFz4_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/lhDa_7coFz4_crop.mp4,False,
cll7pg92t00173o6ll4zeix6p,1,left side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,1,290,True,30.0,0.033,9.667,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7phxi9001j3o6l45fcb97i,648,left side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,648,801,True,30.0,21.6,26.7,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pipui001n3o6lnqji6t09,820,right side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,820,963,True,30.0,27.333,32.1,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pj6z0001r3o6lonkwy0ou,971,left side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,971,1127,True,30.0,32.367,37.567,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pk4bv001v3o6l4rvsbn9u,1157,right side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,1157,1306,True,30.0,38.567,43.533,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7plefm00273o6lrluiavsv,1493,left side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,1493,1650,True,30.0,49.767,55.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pluwd002b3o6lktk9yfpv,1685,right side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,1685,1791,True,30.0,56.167,59.7,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pm826002f3o6lp5tm9v27,1798,left side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,1798,1923,True,30.0,59.933,64.1,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pmkwd002j3o6l8zgf0gll,1933,right side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,1933,2078,True,30.0,64.433,69.267,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pnxg4002v3o6lpixzcc64,2263,left side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,2263,2393,True,30.0,75.433,79.767,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pofeu002z3o6l476wbj4v,2459,right side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,2459,2599,True,30.0,81.967,86.633,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pov8d00333o6l7l4m5nuj,2638,left side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,2638,2820,True,30.0,87.933,94.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cll7pp9ze00373o6lbfxzudn0,2865,right side,myopathic,LIF-guVFEt0,https://www.youtube.com/watch?v=LIF-guVFEt0,2865,3008,True,30.0,95.5,100.267,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/LIF-guVFEt0_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/LIF-guVFEt0_crop.mp4,False,
cljwrbegv001e3n6l2d7a3018,553,left side,myopathic,lkr-EBeDC3I,https://www.youtube.com/watch?v=lkr-EBeDC3I,553,646,True,30.0,18.433,21.533,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/lkr-EBeDC3I_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/lkr-EBeDC3I_crop.mp4,False,
cll7qnc53007b3o6l18kjlo9h,626,left side,stroke,mu00TaRG7VU,https://www.youtube.com/watch?v=mu00TaRG7VU,626,927,True,30.0,20.867,30.9,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/mu00TaRG7VU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/mu00TaRG7VU_crop.mp4,False,
cljws0aeg004x3n6l0bs4fr3m,1823,left side,inebriated,NJdbdXSrE1k,https://www.youtube.com/watch?v=NJdbdXSrE1k,1823,1914,True,30.0,60.767,63.8,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/NJdbdXSrE1k_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/NJdbdXSrE1k_crop.mp4,False,
cllans7ke00063o6lnfjxskgg,131,right side,antalgic,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,131,251,True,30.0,4.367,8.367,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/nxNAbL_JFow_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/nxNAbL_JFow_crop.mp4,False,
cllanslnj000a3o6lyqljitdf,306,left side,antalgic,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,306,426,True,30.0,10.2,14.2,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/nxNAbL_JFow_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/nxNAbL_JFow_crop.mp4,False,
cllant0x7000e3o6lscuptdtz,474,right side,antalgic,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,474,705,True,30.0,15.8,23.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/nxNAbL_JFow_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/nxNAbL_JFow_crop.mp4,False,
cllantlza000i3o6lnv5hcmc7,712,left side,antalgic,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,712,828,True,30.0,23.733,27.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/nxNAbL_JFow_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/nxNAbL_JFow_crop.mp4,False,
cllantxhs000m3o6l1gw4ej4r,857,right side,antalgic,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,857,1026,True,30.0,28.567,34.2,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/nxNAbL_JFow_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/nxNAbL_JFow_crop.mp4,False,
cllanuda0000q3o6lqaqrsc0c,1085,left side,antalgic,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,1085,1236,True,30.0,36.167,41.2,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/nxNAbL_JFow_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/nxNAbL_JFow_crop.mp4,False,
cllanuqaa000u3o6lg3qa4fgb,1299,right side,antalgic,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,1299,1467,True,30.0,43.3,48.9,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/nxNAbL_JFow_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/nxNAbL_JFow_crop.mp4,False,
cllanxilv001d3o6lavwr416p,2603,right side,antalgic,nxNAbL_JFow,https://www.youtube.com/watch?v=nxNAbL_JFow,2603,2775,True,30.0,86.767,92.5,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/nxNAbL_JFow_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/nxNAbL_JFow_crop.mp4,False,
cljwr30g000043n6ls0cp5ety,1,left side,normal,OoCDFmCm1DE,https://www.youtube.com/watch?v=OoCDFmCm1DE,1,113,True,30.0,0.033,3.767,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/OoCDFmCm1DE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/OoCDFmCm1DE_crop.mp4,False,
cljwr3nzm00083n6lt90ynbix,156,right side,normal,OoCDFmCm1DE,https://www.youtube.com/watch?v=OoCDFmCm1DE,156,256,True,30.0,5.2,8.533,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/OoCDFmCm1DE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/OoCDFmCm1DE_crop.mp4,False,
cljwr3zxa000c3n6l3s75sppt,301,left side,normal,OoCDFmCm1DE,https://www.youtube.com/watch?v=OoCDFmCm1DE,301,419,True,30.0,10.033,13.967,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/OoCDFmCm1DE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/OoCDFmCm1DE_crop.mp4,False,
cljwr4g4a000g3n6lp1himnx5,473,right side,normal,OoCDFmCm1DE,https://www.youtube.com/watch?v=OoCDFmCm1DE,473,569,True,30.0,15.767,18.967,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/OoCDFmCm1DE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/OoCDFmCm1DE_crop.mp4,False,
cljwr52cx000k3n6lkhlqiy7m,617,left side,normal,OoCDFmCm1DE,https://www.youtube.com/watch?v=OoCDFmCm1DE,617,748,True,30.0,20.567,24.933,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/OoCDFmCm1DE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/OoCDFmCm1DE_crop.mp4,False,
cljwr5ix0000o3n6luidaxct4,798,right side,normal,OoCDFmCm1DE,https://www.youtube.com/watch?v=OoCDFmCm1DE,798,902,True,30.0,26.6,30.067,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/OoCDFmCm1DE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/OoCDFmCm1DE_crop.mp4,False,
cll8f8oxc004j3o6lf22qu0lg,1312,right side,parkinsons,pFLC9C-xH8E,https://www.youtube.com/watch?v=pFLC9C-xH8E,1312,1347,True,25.0,52.48,53.88,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/pFLC9C-xH8E_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/pFLC9C-xH8E_crop.mp4,False,
cll8f95iw004n3o6l6eqevch7,1378,right side,parkinsons,pFLC9C-xH8E,https://www.youtube.com/watch?v=pFLC9C-xH8E,1378,1435,True,25.0,55.12,57.4,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/pFLC9C-xH8E_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/pFLC9C-xH8E_crop.mp4,False,
cll8f9vug004r3o6lkzlw0bf1,1723,right side,parkinsons,pFLC9C-xH8E,https://www.youtube.com/watch?v=pFLC9C-xH8E,1723,1829,True,25.0,68.92,73.16,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/pFLC9C-xH8E_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/pFLC9C-xH8E_crop.mp4,False,
cll8fagz6004v3o6li524eskm,1877,left side,parkinsons,pFLC9C-xH8E,https://www.youtube.com/watch?v=pFLC9C-xH8E,1877,1997,True,25.0,75.08,79.88,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/pFLC9C-xH8E_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/pFLC9C-xH8E_crop.mp4,False,
cll8fbber00503o6ltzkgfnwv,1,left side,prosthetic,pguRGW0G6vU,https://www.youtube.com/watch?v=pguRGW0G6vU,1,344,True,60.0,0.017,5.733,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/pguRGW0G6vU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/pguRGW0G6vU_crop.mp4,False,
cll8fbyl500543o6lfryeb4cy,385,right side,prosthetic,pguRGW0G6vU,https://www.youtube.com/watch?v=pguRGW0G6vU,385,773,True,60.0,6.417,12.883,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/pguRGW0G6vU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/pguRGW0G6vU_crop.mp4,False,
cll8fehbz005c3o6l3ug198rg,780,left side,prosthetic,pguRGW0G6vU,https://www.youtube.com/watch?v=pguRGW0G6vU,780,2165,True,60.0,13.0,36.083,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/pguRGW0G6vU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/pguRGW0G6vU_crop.mp4,False,
cll8ff8mp005g3o6lfiez3fs3,2313,right side,prosthetic,pguRGW0G6vU,https://www.youtube.com/watch?v=pguRGW0G6vU,2313,3875,True,60.0,38.55,64.583,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/pguRGW0G6vU_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/pguRGW0G6vU_crop.mp4,False,
cljws85nz00043n6lfct00zcv,1,right side,antalgic,QO8D-comBy8,https://www.youtube.com/watch?v=QO8D-comBy8,1,240,True,30.0,0.033,8.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/QO8D-comBy8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/QO8D-comBy8_crop.mp4,False,
cljws8qbk00083n6l8mxhhaqj,260,right side,antalgic,QO8D-comBy8,https://www.youtube.com/watch?v=QO8D-comBy8,260,497,True,30.0,8.667,16.567,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/QO8D-comBy8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/QO8D-comBy8_crop.mp4,False,
cljws9b1w000c3n6lzf4v7hdb,520,right side,antalgic,QO8D-comBy8,https://www.youtube.com/watch?v=QO8D-comBy8,520,734,True,30.0,17.333,24.467,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/QO8D-comBy8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/QO8D-comBy8_crop.mp4,False,
cll8h0akb00683o6ls74ez7x9,1,left side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,1,205,True,30.0,0.033,6.833,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8h0wn0006c3o6laag88cor,216,right side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,216,520,True,30.0,7.2,17.333,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8h1d5f006g3o6lhytfdu5d,525,left side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,525,672,True,30.0,17.5,22.4,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8h1zss006k3o6lophvktm7,706,right side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,706,948,True,30.0,23.533,31.6,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8h2imm006o3o6lrk0orfvc,981,right side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,981,1223,True,30.0,32.7,40.767,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8h2yit006s3o6l0megfvr0,1229,right side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,1229,1348,True,30.0,40.967,44.933,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8h3m1d006w3o6l16evhm2z,1377,left side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,1377,1513,True,30.0,45.9,50.433,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8ht6s600703o6lxkz5kl10,1572,right side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,1572,1692,True,30.0,52.4,56.4,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8hu4qq00743o6l9abmzbfu,1737,right side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,1737,1956,True,30.0,57.9,65.2,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8huk7100783o6la7heoyxn,1958,left side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,1958,2101,True,30.0,65.267,70.033,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8hv4lm007c3o6l3u0iruij,2137,right side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,2137,2280,True,30.0,71.233,76.0,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8hvnj0007g3o6l26dqegsl,2328,right side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,2328,2488,True,30.0,77.6,82.933,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8hwczx007k3o6l9iqpma0o,2502,right side,myopathic,R8LRCiTvUz8,https://www.youtube.com/watch?v=R8LRCiTvUz8,2502,2649,True,30.0,83.4,88.3,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/R8LRCiTvUz8_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/R8LRCiTvUz8_crop.mp4,False,
cll8k1ddg00503o6ld0ttyqyk,1,right side,cerebral palsy,rWKYDfklSkE,https://www.youtube.com/watch?v=rWKYDfklSkE,1,271,True,60.0,0.017,4.517,True,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/rWKYDfklSkE_video.mp4,/content/drive/MyDrive/Estudos/IA_CD/Modelo_Treino_Marcha/processed/videos/crops/rWKYDfklSkE_crop.mp4,False,
